active_edges,bits_per_token,calibration_relative_error,factor_a_nnz,factor_a_shape,factor_b_nnz,factor_b_shape,max_components,mean_active_edges,mean_components,method,min_components,module,module_kind,objective_relative_error,per_token_error_target,relative_error,sparsity_requested,total_bits
,11691.722420383077,,,,,,735,1095561.0,713.255859375,svd_omp_shared_dictionary,683,h.0.attn.q_proj,attn.q_proj,,0.0013753752366575025,0.0013723373413085938,,23944647.516944543
,11675.012636583371,,,,,,734,1093479.0,711.900390625,svd_omp_shared_dictionary,683,h.0.attn.q_proj,attn.q_proj,,0.0014479153924584504,0.0014335080049932003,,23910425.879722744
,11654.602668475538,,,,,,733,1090943.25,710.24951171875,svd_omp_shared_dictionary,681,h.0.attn.q_proj,attn.q_proj,,0.0015242814672256392,0.0015121196629479527,,23868626.2650379
,11635.315647603675,,,,,,732,1088557.5,708.6962890625,svd_omp_shared_dictionary,679,h.0.attn.q_proj,attn.q_proj,,0.0016046752478972772,0.0015886155888438225,,23829126.446292326
,11613.600631797224,,,,,,731,1085879.25,706.95263671875,svd_omp_shared_dictionary,677,h.0.attn.q_proj,attn.q_proj,,0.0016893091640751486,0.0016757022822275758,,23784654.093920715
,11592.915483867282,,,,,,729,1083338.25,705.29833984375,svd_omp_shared_dictionary,675,h.0.attn.q_proj,attn.q_proj,,0.0017784068493408723,0.001762822619639337,,23742290.910960194
,11569.832971573598,,,,,,728,1080511.5,703.4580078125,svd_omp_shared_dictionary,673,h.0.attn.q_proj,attn.q_proj,,0.0018722037321771325,0.001859141979366541,,23695017.92578273
,11548.40239357629,,,,,,726,1077897.0,701.755859375,svd_omp_shared_dictionary,672,h.0.attn.q_proj,attn.q_proj,,0.001970947658055351,0.0019510796992108226,,23651128.102044243
,11525.889505145775,,,,,,724,1075160.25,699.97412109375,svd_omp_shared_dictionary,670,h.0.attn.q_proj,attn.q_proj,,0.0020748995443335334,0.002049082424491644,,23605021.706538547
,11499.76264867182,,,,,,723,1071995.25,697.91357421875,svd_omp_shared_dictionary,667,h.0.attn.q_proj,attn.q_proj,,0.0021843340696948124,0.002164709148928523,,23551513.904479887
,11473.662995119434,,,,,,721,1068843.75,695.86181640625,svd_omp_shared_dictionary,665,h.0.attn.q_proj,attn.q_proj,,0.0022995403999484048,0.002282955450937152,,23498061.8140046
,11448.980122870898,,,,,,719,1065875.25,693.92919921875,svd_omp_shared_dictionary,663,h.0.attn.q_proj,attn.q_proj,,0.002420822952110835,0.0023976736702024937,,23447511.2916396
,11421.880547908106,,,,,,717,1062624.75,691.81298828125,svd_omp_shared_dictionary,660,h.0.attn.q_proj,attn.q_proj,,0.0025485021987863813,0.002525370568037033,,23392011.3621158
,11394.104296553602,,,,,,715,1059306.0,689.65234375,svd_omp_shared_dictionary,657,h.0.attn.q_proj,attn.q_proj,,0.0026829155149722234,0.002658973215147853,,23335125.599341776
,11365.154529782658,,,,,,713,1055859.75,687.40869140625,svd_omp_shared_dictionary,655,h.0.attn.q_proj,attn.q_proj,,0.0028244180695258725,0.0028022038750350475,,23275836.476994883
,11337.330163851128,,,,,,711,1052556.0,685.2578125,svd_omp_shared_dictionary,652,h.0.attn.q_proj,attn.q_proj,,0.002973383763650435,0.002941847313195467,,23218852.17556711
,11306.546259128836,,,,,,709,1048917.75,682.88916015625,svd_omp_shared_dictionary,650,h.0.attn.q_proj,attn.q_proj,,0.0031302062188775523,0.0031014250125736,,23155806.738695856
,11275.808874014516,,,,,,706,1045293.75,680.52978515625,svd_omp_shared_dictionary,647,h.0.attn.q_proj,attn.q_proj,,0.0032952998171586257,0.0032629799097776413,,23092856.57398173
,11243.234323996718,,,,,,705,1041468.0,678.0390625,svd_omp_shared_dictionary,644,h.0.attn.q_proj,attn.q_proj,,0.0034691007958126048,0.0034399107098579407,,23026143.895545278
,11210.404678830373,,,,,,703,1037623.5,675.5361328125,svd_omp_shared_dictionary,641,h.0.attn.q_proj,attn.q_proj,,0.0036520684002236074,0.0036205823998898268,,22958908.782244604
,11176.543422638311,,,,,,701,1033674.0,672.96484375,svd_omp_shared_dictionary,637,h.0.attn.q_proj,attn.q_proj,,0.0038446860973342257,0.0038110835012048483,,22889560.92956326
,11141.610673703126,,,,,,698,1029610.5,670.3193359375,svd_omp_shared_dictionary,634,h.0.attn.q_proj,attn.q_proj,,0.004047462853140981,0.004011354874819517,,22818018.659744002
,11104.286029791701,,,,,,696,1025286.75,667.50439453125,svd_omp_shared_dictionary,630,h.0.attn.q_proj,attn.q_proj,,0.004260934477567582,0.004231394734233618,,22741577.789013404
,11067.515045155478,,,,,,694,1021039.5,664.7392578125,svd_omp_shared_dictionary,627,h.0.attn.q_proj,attn.q_proj,,0.004485665040269538,0.0044511547312140465,,22666270.81247842
,11029.05886637711,,,,,,692,1016615.25,661.85888671875,svd_omp_shared_dictionary,623,h.0.attn.q_proj,attn.q_proj,,0.004722248361111345,0.004689119756221771,,22587512.558340322
,10989.185826204646,,,,,,689,1012041.75,658.88134765625,svd_omp_shared_dictionary,620,h.0.attn.q_proj,attn.q_proj,,0.004971309579254457,0.004939557518810034,,22505852.572067115
,10949.077450418717,,,,,,687,1007458.5,655.8974609375,svd_omp_shared_dictionary,616,h.0.attn.q_proj,attn.q_proj,,0.005233506805002288,0.0051964521408081055,,22423710.618457533
,10907.4450063312,,,,,,685,1002714.75,652.80908203125,svd_omp_shared_dictionary,613,h.0.attn.q_proj,attn.q_proj,,0.005509532858766929,0.005466741044074297,,22338447.372966297
,10863.395282347099,,,,,,683,997715.25,649.55419921875,svd_omp_shared_dictionary,609,h.0.attn.q_proj,attn.q_proj,,0.005800117101752628,0.005761252716183662,,22248233.53824686
,10818.935439124623,,,,,,680,992686.5,646.2802734375,svd_omp_shared_dictionary,605,h.0.attn.q_proj,attn.q_proj,,0.006106027363193261,0.006063955835998058,,22157179.77932723
,10773.228844537796,,,,,,678,987534.75,642.92626953125,svd_omp_shared_dictionary,601,h.0.attn.q_proj,attn.q_proj,,0.006428071969236427,0.006383865140378475,,22063572.673613407
,10726.053519897003,,,,,,675,982234.5,639.4755859375,svd_omp_shared_dictionary,596,h.0.attn.q_proj,attn.q_proj,,0.006767101878835006,0.006721664220094681,,21966957.60874906
,10678.20068835909,,,,,,672,976877.25,635.98779296875,svd_omp_shared_dictionary,592,h.0.attn.q_proj,attn.q_proj,,0.007124012932290173,0.007071642205119133,,21868955.009759415
,10627.376529325351,,,,,,670,971205.75,632.29541015625,svd_omp_shared_dictionary,587,h.0.attn.q_proj,attn.q_proj,,0.007499748218387211,0.0074524050578475,,21764867.13205832
,10576.862255508484,,,,,,666,965588.25,628.63818359375,svd_omp_shared_dictionary,583,h.0.attn.q_proj,attn.q_proj,,0.007895300566379038,0.007842544466257095,,21661413.899281375
,10524.250701368494,,,,,,663,959757.75,624.84228515625,svd_omp_shared_dictionary,578,h.0.attn.q_proj,attn.q_proj,,0.008311715169402066,0.008255327120423317,,21553665.436402675
,10470.090033535695,,,,,,660,953775.75,620.94775390625,svd_omp_shared_dictionary,572,h.0.attn.q_proj,attn.q_proj,,0.008750092346256583,0.008693103678524494,,21442744.388681103
,10414.581070723269,,,,,,656,947665.5,616.9697265625,svd_omp_shared_dictionary,567,h.0.attn.q_proj,attn.q_proj,,0.009211590448849073,0.009154926985502243,,21329062.032841254
,10357.042375050249,,,,,,652,941354.25,612.86083984375,svd_omp_shared_dictionary,562,h.0.attn.q_proj,attn.q_proj,,0.009697428922979196,0.009645730257034302,,21211222.78410291
,10323.007840652452,,,,,,650,937631.25,610.43701171875,svd_omp_shared_dictionary,560,h.0.attn.q_proj,attn.q_proj,,0.01,0.009940885938704014,,21141520.05765622
,10299.260358212576,,,,,,649,935038.5,608.7490234375,svd_omp_shared_dictionary,558,h.0.attn.q_proj,attn.q_proj,,0.010208891530558985,0.010149143636226654,,21092885.213619355
,10238.948683175277,,,,,,645,928467.75,604.47119140625,svd_omp_shared_dictionary,553,h.0.attn.q_proj,attn.q_proj,,0.010747329741778678,0.010687590576708317,,20969366.903142966
,10177.707610751426,,,,,,640,921817.5,600.1416015625,svd_omp_shared_dictionary,548,h.0.attn.q_proj,attn.q_proj,,0.011314166306182311,0.011249147355556488,,20843945.18681892
,10113.518641911718,,,,,,636,914873.25,595.62060546875,svd_omp_shared_dictionary,543,h.0.attn.q_proj,attn.q_proj,,0.011910899012089448,0.011852171272039413,,20712486.1786352
,10048.928184837983,,,,,,632,907907.25,591.08544921875,svd_omp_shared_dictionary,537,h.0.attn.q_proj,attn.q_proj,,0.012539104644296483,0.012472526170313358,,20580204.92254819
,9982.469939011713,,,,,,628,900765.0,586.435546875,svd_omp_shared_dictionary,532,h.0.attn.q_proj,attn.q_proj,,0.013200443150515455,0.013127855025231838,,20444098.43509599
,9913.540324397076,,,,,,624,893383.5,581.6298828125,svd_omp_shared_dictionary,526,h.0.attn.q_proj,attn.q_proj,,0.013896662027559554,0.013825995847582817,,20302930.58436521
,9843.154946414088,,,,,,619,885870.75,576.73876953125,svd_omp_shared_dictionary,520,h.0.attn.q_proj,attn.q_proj,,0.014629600938865051,0.014557557180523872,,20158781.330256052
,9771.229187023222,,,,,,615,878220.0,571.7578125,svd_omp_shared_dictionary,514,h.0.attn.q_proj,attn.q_proj,,0.01540119657555108,0.015325252898037434,,20011477.37502356
,9758.431801697165,,,,,,614,876861.75,570.87353515625,svd_omp_shared_dictionary,513,h.0.attn.q_proj,attn.q_proj,,0.01553072625698324,0.01546467561274767,,19985268.329875793
,9697.27890508302,,,,,,610,870381.0,566.654296875,svd_omp_shared_dictionary,508,h.0.attn.q_proj,attn.q_proj,,0.016213487773861866,0.01613515429198742,,19860027.197610024
,9621.68801652719,,,,,,606,862395.75,561.45556640625,svd_omp_shared_dictionary,502,h.0.attn.q_proj,attn.q_proj,,0.01706862090251335,0.016988739371299744,,19705217.057847686
,9544.605014185277,,,,,,601,854279.25,556.17138671875,svd_omp_shared_dictionary,496,h.0.attn.q_proj,attn.q_proj,,0.017968855534179862,0.017885984852910042,,19547351.06905145
,9465.523420595719,,,,,,596,845982.75,550.77001953125,svd_omp_shared_dictionary,490,h.0.attn.q_proj,attn.q_proj,,0.018916570416106827,0.018826473504304886,,19385391.96538003
,9383.89708071336,,,,,,591,837447.75,545.21337890625,svd_omp_shared_dictionary,484,h.0.attn.q_proj,attn.q_proj,,0.019914269755625838,0.019817331805825233,,19218221.22130096
,9299.08505900782,,,,,,586,828612.75,539.46142578125,svd_omp_shared_dictionary,477,h.0.attn.q_proj,attn.q_proj,,0.020964589837181087,0.020872967317700386,,19044526.200848017
,9291.620087120593,,,,,,585,827836.5,538.9560546875,svd_omp_shared_dictionary,477,h.0.attn.q_proj,attn.q_proj,,0.021061452513966482,0.0209670253098011,,19029237.938422974
,9212.726537040651,,,,,,580,819647.25,533.62451171875,svd_omp_shared_dictionary,471,h.0.attn.q_proj,attn.q_proj,,0.02207030598835154,0.021974854171276093,,18867663.947859254
,9124.02683112013,,,,,,575,810471.0,527.650390625,svd_omp_shared_dictionary,465,h.0.attn.q_proj,attn.q_proj,,0.023234339913275476,0.02313471958041191,,18686006.950134028
,9032.744782051803,,,,,,569,801062.25,521.52490234375,svd_omp_shared_dictionary,459,h.0.attn.q_proj,attn.q_proj,,0.024459767412855257,0.024358905851840973,,18499061.313642092
,8938.329966425847,,,,,,563,791364.0,515.2109375,svd_omp_shared_dictionary,452,h.0.attn.q_proj,attn.q_proj,,0.025749826512141857,0.025658389553427696,,18305699.771240134
,8878.730159764871,,,,,,559,785260.5,511.2373046875,svd_omp_shared_dictionary,448,h.0.attn.q_proj,attn.q_proj,,0.026592178770949722,0.02649969980120659,,18183639.367198456
,8843.70263021127,,,,,,557,781677.75,508.90478515625,svd_omp_shared_dictionary,446,h.0.attn.q_proj,attn.q_proj,,0.027107926016374313,0.0269986130297184,,18111902.98667268
,8746.042170575985,,,,,,551,771719.25,502.42138671875,svd_omp_shared_dictionary,439,h.0.attn.q_proj,attn.q_proj,,0.028537654518282773,0.028418920934200287,,17911894.36533962
,8644.229837429526,,,,,,546,761372.25,495.68505859375,svd_omp_shared_dictionary,432,h.0.attn.q_proj,attn.q_proj,,0.03004278988045548,0.029932480305433273,,17703382.70705567
,8541.17947545297,,,,,,540,750939.75,488.89306640625,svd_omp_shared_dictionary,425,h.0.attn.q_proj,attn.q_proj,,0.031627309217825285,0.03150426596403122,,17492335.56572768
,8510.011924869621,,,,,,538,747790.5,486.8427734375,svd_omp_shared_dictionary,423,h.0.attn.q_proj,attn.q_proj,,0.03212290502793296,0.03198511153459549,,17428504.422132984
,8434.772366014413,,,,,,534,740205.0,481.904296875,svd_omp_shared_dictionary,418,h.0.attn.q_proj,attn.q_proj,,0.03329539940665357,0.033164847642183304,,17274413.805597518
,8324.557425901707,,,,,,528,729129.75,474.69384765625,svd_omp_shared_dictionary,411,h.0.attn.q_proj,attn.q_proj,,0.03505146814777988,0.034933388233184814,,17048693.608246695
,8212.857201288594,,,,,,523,717947.25,467.41357421875,svd_omp_shared_dictionary,404,h.0.attn.q_proj,attn.q_proj,,0.03690015561337007,0.03677508607506752,,16819931.54823904
,8168.338269745218,,,,,,520,713501.25,464.51904296875,svd_omp_shared_dictionary,401,h.0.attn.q_proj,attn.q_proj,,0.0376536312849162,0.03752294182777405,,16728756.776438206
,8098.442075347192,,,,,,517,706535.25,459.98388671875,svd_omp_shared_dictionary,397,h.0.attn.q_proj,attn.q_proj,,0.038846346707938725,0.038717061281204224,,16585609.37031105
,7981.676860093007,,,,,,510,694930.5,452.4287109375,svd_omp_shared_dictionary,389,h.0.attn.q_proj,attn.q_proj,,0.04089518397604292,0.04075443372130394,,16346474.209470479
,7861.999389066059,,,,,,504,683083.5,444.7158203125,svd_omp_shared_dictionary,381,h.0.attn.q_proj,attn.q_proj,,0.043052081190754994,0.042917653918266296,,16101374.748807289
,7854.87006238191,,,,,,504,682378.5,444.2568359375,svd_omp_shared_dictionary,380,h.0.attn.q_proj,attn.q_proj,,0.04318435754189944,0.04304405301809311,,16086773.887758153
,7740.133677992869,,,,,,497,671066.25,436.89208984375,svd_omp_shared_dictionary,372,h.0.attn.q_proj,attn.q_proj,,0.04532273765881974,0.045190103352069855,,15851793.772529395
,7616.6823783515365,,,,,,490,658937.25,428.99560546875,svd_omp_shared_dictionary,364,h.0.attn.q_proj,attn.q_proj,,0.04771315328029496,0.04756273329257965,,15598965.510863947
,7566.493584185248,,,,,,487,654019.5,425.7939453125,svd_omp_shared_dictionary,360,h.0.attn.q_proj,attn.q_proj,,0.04871508379888268,0.0485524982213974,,15496178.860411389
,7490.945441653261,,,,,,483,646632.75,420.98486328125,svd_omp_shared_dictionary,355,h.0.attn.q_proj,attn.q_proj,,0.050229644402469305,0.050070177763700485,,15341456.264505878
,7361.79337078639,,,,,,475,634043.25,412.78857421875,svd_omp_shared_dictionary,345,h.0.attn.q_proj,attn.q_proj,,0.0528788605099487,0.052727945148944855,,15076952.823370527
,7297.606097715047,,,,,,471,627804.75,408.72705078125,svd_omp_shared_dictionary,340,h.0.attn.q_proj,attn.q_proj,,0.05424581005586592,0.054080188274383545,,14945497.288120417
,7231.3865605387955,,,,,,468,621381.0,404.544921875,svd_omp_shared_dictionary,336,h.0.attn.q_proj,attn.q_proj,,0.05566780179501234,0.055498071014881134,,14809879.675983453
,7097.507892507388,,,,,,460,608433.0,396.115234375,svd_omp_shared_dictionary,326,h.0.attn.q_proj,attn.q_proj,,0.058603837654666244,0.05843305215239525,,14535696.16385513
,7045.548117218596,,,,,,457,603420.75,392.85205078125,svd_omp_shared_dictionary,323,h.0.attn.q_proj,attn.q_proj,,0.05977653631284916,0.05959634855389595,,14429282.544063685
,6961.648863866596,,,,,,452,595344.75,387.59423828125,svd_omp_shared_dictionary,317,h.0.attn.q_proj,attn.q_proj,,0.061694726163270076,0.06150888651609421,,14257456.873198789
,6822.931125127918,,,,,,444,582035.25,378.92919921875,svd_omp_shared_dictionary,309,h.0.attn.q_proj,attn.q_proj,,0.06494863457219026,0.0647510215640068,,13973362.944261976
,6807.755862043277,,,,,,443,580582.5,377.9833984375,svd_omp_shared_dictionary,308,h.0.attn.q_proj,attn.q_proj,,0.0653072625698324,0.06511128693819046,,13942284.005464632
,6681.531406210881,,,,,,436,568525.5,370.1337890625,svd_omp_shared_dictionary,300,h.0.attn.q_proj,attn.q_proj,,0.06837416089064807,0.06817294657230377,,13683776.319919884
,6582.991551010491,,,,,,430,559142.25,364.02490234375,svd_omp_shared_dictionary,294,h.0.attn.q_proj,attn.q_proj,,0.07083798882681563,0.07062843441963196,,13481966.696469486
,6538.270510011422,,,,,,427,554892.75,361.25830078125,svd_omp_shared_dictionary,291,h.0.attn.q_proj,attn.q_proj,,0.07198035660478672,0.07176724821329117,,13390378.004503392
,6393.046937605244,,,,,,419,541130.25,352.29833984375,svd_omp_shared_dictionary,281,h.0.attn.q_proj,attn.q_proj,,0.07577675059498859,0.07555314898490906,,13092960.12821554
,6369.378242680589,,,,,,418,538892.25,350.84130859375,svd_omp_shared_dictionary,280,h.0.attn.q_proj,attn.q_proj,,0.07636871508379887,0.07618001848459244,,13044486.641009847
,6245.1554656344715,,,,,,410,527172.75,343.21142578125,svd_omp_shared_dictionary,273,h.0.attn.q_proj,attn.q_proj,,0.07977337431464247,0.07955006510019302,,12790078.393619398
,6169.415376600723,,,,,,406,520046.25,338.57177734375,svd_omp_shared_dictionary,268,h.0.attn.q_proj,attn.q_proj,,0.08189944134078211,0.08164623379707336,,12634962.69127828
,6094.501758580616,,,,,,402,513015.75,333.99462890625,svd_omp_shared_dictionary,263,h.0.attn.q_proj,attn.q_proj,,0.08398078829689126,0.08376160264015198,,12481539.601573102
,5975.166318419554,,,,,,395,501844.5,326.7216796875,svd_omp_shared_dictionary,256,h.0.attn.q_proj,attn.q_proj,,0.08743016759776535,0.08719445019960403,,12237140.620123247
,5942.890258635591,,,,,,393,498828.75,324.75830078125,svd_omp_shared_dictionary,255,h.0.attn.q_proj,attn.q_proj,,0.08841011005940017,0.08813665062189102,,12171039.24968569
,5790.6021036125485,,,,,,384,484640.25,315.52099609375,svd_omp_shared_dictionary,246,h.0.attn.q_proj,attn.q_proj,,0.0929608938547486,0.09270499646663666,,11859153.1081985
,5787.419890003256,,,,,,384,484345.5,315.3291015625,svd_omp_shared_dictionary,246,h.0.attn.q_proj,attn.q_proj,,0.09307304348088125,0.0928066074848175,,11852635.934726669
,5630.252362767379,,,,,,374,469767.0,305.837890625,svd_omp_shared_dictionary,237,h.0.attn.q_proj,attn.q_proj,,0.09798190972699704,0.09771399199962616,,11530756.838947592
,5614.729894110705,,,,,,373,468330.75,304.90283203125,svd_omp_shared_dictionary,236,h.0.attn.q_proj,attn.q_proj,,0.09849162011173183,0.09820988029241562,,11498966.823138723
,5472.093975065611,,,,,,365,455162.25,296.32958984375,svd_omp_shared_dictionary,229,h.0.attn.q_proj,attn.q_proj,,0.10314967980736002,0.10285793989896774,,11206848.46093437
,5444.650674703471,,,,,,363,452633.25,294.68310546875,svd_omp_shared_dictionary,227,h.0.attn.q_proj,attn.q_proj,,0.10402234636871507,0.10376663506031036,,11150644.581792708
,5312.115898315323,,,,,,355,440453.25,286.75341796875,svd_omp_shared_dictionary,221,h.0.attn.q_proj,attn.q_proj,,0.10859000884965682,0.10827009379863739,,10879213.359749781
,5283.404963394467,,,,,,353,437821.5,285.0400390625,svd_omp_shared_dictionary,219,h.0.attn.q_proj,attn.q_proj,,0.10955307262569831,0.10927285254001617,,10820413.365031868
,5149.832652926174,,,,,,344,425601.75,277.08447265625,svd_omp_shared_dictionary,212,h.0.attn.q_proj,attn.q_proj,,0.1143172721814613,0.11399441212415695,,10546857.273192804
,5127.311088216615,,,,,,343,423546.75,275.74658203125,svd_omp_shared_dictionary,211,h.0.attn.q_proj,attn.q_proj,,0.11508379888268155,0.11480981856584549,,10500733.108667627
,4984.963927291206,,,,,,334,410583.75,267.30712890625,svd_omp_shared_dictionary,204,h.0.attn.q_proj,attn.q_proj,,0.1203466033150766,0.12003405392169952,,10209206.12309239
,4978.330125831968,,,,,,333,409980.75,266.91455078125,svd_omp_shared_dictionary,203,h.0.attn.q_proj,attn.q_proj,,0.1206145251396648,0.12028426676988602,,10195620.09770387
,4834.426439703897,,,,,,324,396932.25,258.41943359375,svd_omp_shared_dictionary,196,h.0.attn.q_proj,attn.q_proj,,0.12614525139664803,0.1257811337709427,,9900905.34851358
,4819.397783707155,,,,,,323,395574.0,257.53515625,svd_omp_shared_dictionary,195,h.0.attn.q_proj,attn.q_proj,,0.12669393393577782,0.12637513875961304,,9870126.661032254
,4694.125263847475,,,,,,315,384264.75,250.17236328125,svd_omp_shared_dictionary,188,h.0.attn.q_proj,attn.q_proj,,0.1316759776536313,0.13133665919303894,,9613568.54035963
,4652.711225962512,,,,,,312,380535.75,247.74462890625,svd_omp_shared_dictionary,186,h.0.attn.q_proj,attn.q_proj,,0.1333760359991182,0.13301628828048706,,9528752.590771224
,4559.845996935379,,,,,,306,372188.25,242.31005859375,svd_omp_shared_dictionary,181,h.0.attn.q_proj,attn.q_proj,,0.1372067039106145,0.13682995736598969,,9338564.601723656
,4484.57078183856,,,,,,301,365439.0,237.916015625,svd_omp_shared_dictionary,177,h.0.attn.q_proj,attn.q_proj,,0.1404105660485335,0.14000992476940155,,9184400.96120537
,4429.6973750912575,,,,,,298,360529.5,234.7197265625,svd_omp_shared_dictionary,174,h.0.attn.q_proj,attn.q_proj,,0.14273743016759777,0.14237523078918457,,9072020.224186895
,4315.258909923399,,,,,,290,350314.5,228.0693359375,svd_omp_shared_dictionary,169,h.0.attn.q_proj,attn.q_proj,,0.14781611187035062,0.14738264679908752,,8837650.247523122
,4304.047953454044,,,,,,290,349316.25,227.41943359375,svd_omp_shared_dictionary,168,h.0.attn.q_proj,attn.q_proj,,0.14826815642458102,0.1478850245475769,,8814690.208673881
,4182.447512633364,,,,,,281,338505.75,220.38134765625,svd_omp_shared_dictionary,162,h.0.attn.q_proj,attn.q_proj,,0.15379888268156425,0.15339672565460205,,8565652.505873129
,4142.916352606511,,,,,,279,334999.5,218.0986328125,svd_omp_shared_dictionary,160,h.0.attn.q_proj,attn.q_proj,,0.1556122416094785,0.15522544085979462,,8484692.690138135
,4065.239724642799,,,,,,274,328122.75,213.62158203125,svd_omp_shared_dictionary,156,h.0.attn.q_proj,attn.q_proj,,0.15932960893854747,0.1588779240846634,,8325610.956068452
,3972.0676536558444,,,,,,268,319896.0,208.265625,svd_omp_shared_dictionary,152,h.0.attn.q_proj,attn.q_proj,,0.16381955547556137,0.16336120665073395,,8134794.554687169
,3950.1195628397604,,,,,,266,317964.0,207.0078125,svd_omp_shared_dictionary,150,h.0.attn.q_proj,attn.q_proj,,0.16486033519553073,0.1644546091556549,,8089844.864695829
,3839.2389483054703,,,,,,259,308211.0,200.658203125,svd_omp_shared_dictionary,145,h.0.attn.q_proj,attn.q_proj,,0.17039106145251398,0.16994696855545044,,7862761.366129603
,3799.5295062959876,,,,,,256,304726.5,198.3896484375,svd_omp_shared_dictionary,142,h.0.attn.q_proj,attn.q_proj,,0.17245974017622462,0.17195287346839905,,7781436.428894183
,3731.179567649265,,,,,,252,298739.25,194.49169921875,svd_omp_shared_dictionary,138,h.0.attn.q_proj,attn.q_proj,,0.1759217877094972,0.1754484325647354,,7641455.754545695
,3626.447000442353,,,,,,245,289591.5,188.5361328125,svd_omp_shared_dictionary,133,h.0.attn.q_proj,attn.q_proj,,0.18145251396648043,0.18093442916870117,,7426963.456905939
