active_edges,bits_per_token,factor_a_nnz,factor_a_shape,factor_b_nnz,factor_b_shape,max_components,mean_active_edges,mean_components,method,min_components,objective_relative_error,per_token_error_target,relative_error,sparsity_requested,total_bits
,12085.732221736875,,,,,757,2868030.0,746.8828125,svd_omp_shared_dictionary,733,,0.0017784068493408723,0.0017278268933296204,,24751579.59011712
,12077.377241344615,,,,,757,2865090.0,746.1171875,svd_omp_shared_dictionary,733,,0.0018722037321771325,0.0018209125846624374,,24734468.59027377
,12069.308435175257,,,,,757,2862264.375,745.38134765625,svd_omp_shared_dictionary,732,,0.001970947658055351,0.0019124910468235612,,24717943.675238926
,12060.406271777561,,,,,756,2859161.25,744.5732421875,svd_omp_shared_dictionary,731,,0.0020748995443335334,0.0020147881004959345,,24699712.044600446
,12050.861458174006,,,,,756,2855848.125,743.71044921875,svd_omp_shared_dictionary,730,,0.0021843340696948124,0.0021258031483739614,,24680164.266340364
,12041.017770287643,,,,,755,2852448.75,742.8251953125,svd_omp_shared_dictionary,729,,0.0022995403999484048,0.00224208808504045,,24660004.393549092
,12031.495106262519,,,,,755,2849175.0,741.97265625,svd_omp_shared_dictionary,727,,0.002420822952110835,0.002356718061491847,,24640501.97762564
,12020.819684712582,,,,,754,2845522.5,741.021484375,svd_omp_shared_dictionary,726,,0.0025485021987863813,0.002486512064933777,,24618638.714291368
,12009.912614661162,,,,,754,2841806.25,740.0537109375,svd_omp_shared_dictionary,725,,0.0026829155149722234,0.0026210020296275616,,24596301.03482606
,11998.759843934307,,,,,753,2838024.375,739.06884765625,svd_omp_shared_dictionary,724,,0.0028244180695258725,0.0027598387096077204,,24573460.16037746
,11987.349727823863,,,,,753,2834173.125,738.06591796875,svd_omp_shared_dictionary,722,,0.002973383763650435,0.0029037543572485447,,24550092.24258327
,11975.314481441379,,,,,752,2830128.75,737.0126953125,svd_omp_shared_dictionary,721,,0.0031302062188775523,0.0030578370206058025,,24525444.057991944
,11962.375417116908,,,,,751,2825799.375,735.88525390625,svd_omp_shared_dictionary,720,,0.0032952998171586257,0.0032247339840978384,,24498944.854255427
,11949.183548099818,,,,,750,2821406.25,734.7412109375,svd_omp_shared_dictionary,718,,0.0034691007958126048,0.0033980640582740307,,24471927.906508427
,11935.553848564108,,,,,750,2816887.5,733.564453125,svd_omp_shared_dictionary,717,,0.0036520684002236074,0.0035787385422736406,,24444014.281859294
,11921.346755039862,,,,,749,2812198.125,732.34326171875,svd_omp_shared_dictionary,715,,0.0038446860973342257,0.003770706709474325,,24414918.154321637
,11906.792953057544,,,,,748,2807416.875,731.09814453125,svd_omp_shared_dictionary,714,,0.004047462853140981,0.003969450946897268,,24385111.96786185
,11891.202346707541,,,,,747,2802316.875,729.77001953125,svd_omp_shared_dictionary,712,,0.004260934477567582,0.004185372963547707,,24353182.406057045
,11875.309418216468,,,,,746,2797140.0,728.421875,svd_omp_shared_dictionary,711,,0.004485665040269538,0.004408123902976513,,24320633.688507326
,11859.012631559095,,,,,744,2791856.25,727.0458984375,svd_omp_shared_dictionary,709,,0.004722248361111345,0.004638961050659418,,24287257.869433027
,11841.466505370672,,,,,743,2786191.875,725.57080078125,svd_omp_shared_dictionary,707,,0.004971309579254457,0.004890973214060068,,24251323.402999137
,11823.555497446321,,,,,742,2780435.625,724.07177734375,svd_omp_shared_dictionary,705,,0.005233506805002288,0.0051520513370633125,,24214641.658770066
,11805.393823145474,,,,,741,2774623.125,722.55810546875,svd_omp_shared_dictionary,703,,0.005509532858766929,0.00541950948536396,,24177446.54980193
,11785.95691426348,,,,,739,2768430.0,720.9453125,svd_omp_shared_dictionary,701,,0.005800117101752628,0.005710522644221783,,24137639.760411605
,11765.534599498409,,,,,738,2761951.875,719.25830078125,svd_omp_shared_dictionary,699,,0.006106027363193261,0.006019159220159054,,24095814.85977274
,11744.975636901709,,,,,736,2755458.75,717.5673828125,svd_omp_shared_dictionary,696,,0.006428071969236427,0.006334273144602776,,24053710.1043747
,11723.301467755473,,,,,735,2748643.125,715.79248046875,svd_omp_shared_dictionary,694,,0.006767101878835006,0.006671092938631773,,24009321.40596321
,11700.665850230082,,,,,733,2741555.625,713.94677734375,svd_omp_shared_dictionary,692,,0.007124012932290173,0.0070268153212964535,,23962963.661271207
,11676.94662867237,,,,,731,2734160.625,712.02099609375,svd_omp_shared_dictionary,689,,0.007499748218387211,0.007405061274766922,,23914386.695521012
,11652.746751257668,,,,,730,2726649.375,710.06494140625,svd_omp_shared_dictionary,687,,0.007895300566379038,0.007796373218297958,,23864825.346575703
,11627.442437269676,,,,,728,2718828.75,708.0283203125,svd_omp_shared_dictionary,685,,0.008311715169402066,0.008211154490709305,,23813002.111528296
,11601.023973627785,,,,,726,2710698.75,705.9111328125,svd_omp_shared_dictionary,683,,0.008750092346256583,0.008650263771414757,,23758897.097989704
,11573.615668423126,,,,,725,2702300.625,703.72412109375,svd_omp_shared_dictionary,681,,0.009211590448849073,0.009112262167036533,,23702764.888930563
,11545.402686787327,,,,,723,2693692.5,701.482421875,svd_omp_shared_dictionary,679,,0.009697428922979196,0.009592772461473942,,23644984.702540446
,11527.905050988396,,,,,722,2688373.125,700.09716796875,svd_omp_shared_dictionary,678,,0.01,0.009893237613141537,,23609149.544424236
,11515.94798238982,,,,,721,2684745.0,699.15234375,svd_omp_shared_dictionary,677,,0.010208891530558985,0.010099951177835464,,23584661.46793435
,11485.208353138554,,,,,719,2675446.875,696.73095703125,svd_omp_shared_dictionary,674,,0.010747329741778678,0.010637598112225533,,23521706.70722776
,11453.198576960407,,,,,717,2665805.625,694.22021484375,svd_omp_shared_dictionary,671,,0.011314166306182311,0.011204772628843784,,23456150.685614914
,11420.308548799516,,,,,715,2655941.25,691.6513671875,svd_omp_shared_dictionary,669,,0.011910899012089448,0.011796451173722744,,23388791.90794141
,11385.784644111145,,,,,713,2645630.625,688.96630859375,svd_omp_shared_dictionary,666,,0.012539104644296483,0.01242522057145834,,23318086.951139625
,11350.464799455822,,,,,711,2635128.75,686.2314453125,svd_omp_shared_dictionary,663,,0.013200443150515455,0.013078314252197742,,23245751.909285523
,11313.277979870742,,,,,708,2624116.875,683.36376953125,svd_omp_shared_dictionary,660,,0.013896662027559554,0.013775506988167763,,23169593.30277528
,11274.812180099409,,,,,705,2612775.0,680.41015625,svd_omp_shared_dictionary,657,,0.014629600938865051,0.014505737461149693,,23090815.34484359
,11234.679824350924,,,,,702,2600992.5,677.341796875,svd_omp_shared_dictionary,654,,0.01540119657555108,0.015277198515832424,,23008624.280270692
,11228.073526344651,,,,,702,2599057.5,676.837890625,svd_omp_shared_dictionary,653,,0.01553072625698324,0.015405237674713135,,22995094.581953846
,11193.22832572943,,,,,699,2588874.375,674.18603515625,svd_omp_shared_dictionary,650,,0.016213487773861866,0.016085121780633926,,22923731.61109387
,11149.988301408739,,,,,696,2576287.5,670.908203125,svd_omp_shared_dictionary,646,,0.01706862090251335,0.016938745975494385,,22835176.041285098
,11105.110421522833,,,,,692,2563278.75,667.5205078125,svd_omp_shared_dictionary,643,,0.017968855534179862,0.01783653162419796,,22743266.143278763
,11058.465518189487,,,,,689,2549816.25,664.0146484375,svd_omp_shared_dictionary,638,,0.018916570416106827,0.018782325088977814,,22647737.38125207
,11010.10111818419,,,,,686,2535916.875,660.39501953125,svd_omp_shared_dictionary,634,,0.019914269755625838,0.019775157794356346,,22548687.09004122
,10959.68899474571,,,,,683,2521490.625,656.63818359375,svd_omp_shared_dictionary,630,,0.020964589837181087,0.020825032144784927,,22445443.061239213
,10955.110369917655,,,,,683,2520183.75,656.2978515625,svd_omp_shared_dictionary,630,,0.021061452513966482,0.020921524614095688,,22436066.037591357
,10907.48063187345,,,,,680,2506614.375,652.76416015625,svd_omp_shared_dictionary,625,,0.02207030598835154,0.021927526220679283,,22338520.334076826
,10853.249615583542,,,,,677,2491228.125,648.75732421875,svd_omp_shared_dictionary,620,,0.023234339913275476,0.023088868707418442,,22227455.212715093
,10796.9155390795,,,,,674,2475313.125,644.61279296875,svd_omp_shared_dictionary,616,,0.024459767412855257,0.0243108868598938,,22112083.024034817
,10738.256937975799,,,,,670,2458813.125,640.31591796875,svd_omp_shared_dictionary,611,,0.025749826512141857,0.025601381435990334,,21991950.208974436
,10700.372522073565,,,,,668,2448193.125,637.55029296875,svd_omp_shared_dictionary,607,,0.026592178770949722,0.02644418552517891,,21914362.92520666
,10677.6205702226,,,,,667,2441829.375,635.89306640625,svd_omp_shared_dictionary,605,,0.027107926016374313,0.026954181492328644,,21867766.927815884
,10614.441353644015,,,,,663,2424210.0,631.3046875,svd_omp_shared_dictionary,599,,0.028537654518282773,0.028383607044816017,,21738375.892262943
,10548.869036100361,,,,,659,2406001.875,626.56298828125,svd_omp_shared_dictionary,592,,0.03004278988045548,0.029886433854699135,,21604083.78593354
,10480.779725330585,,,,,655,2387176.875,621.66064453125,svd_omp_shared_dictionary,586,,0.031627309217825285,0.03146686404943466,,21464636.87747704
,10459.725673926854,,,,,654,2381371.875,620.14892578125,svd_omp_shared_dictionary,584,,0.03212290502793296,0.03195847198367119,,21421518.180202197
,10410.001916278423,,,,,651,2367693.75,616.5869140625,svd_omp_shared_dictionary,579,,0.03329539940665357,0.033131808042526245,,21319683.92453821
,10336.512961165763,,,,,647,2347552.5,611.341796875,svd_omp_shared_dictionary,571,,0.03505146814777988,0.03488374501466751,,21169178.544467483
,10260.2006911309,,,,,643,2326728.75,605.9189453125,svd_omp_shared_dictionary,564,,0.03690015561337007,0.03672841936349869,,21012891.015436083
,10229.280409347086,,,,,641,2318317.5,603.728515625,svd_omp_shared_dictionary,561,,0.0376536312849162,0.03748307749629021,,20949566.278342832
,10180.929226894976,,,,,639,2305192.5,600.310546875,svd_omp_shared_dictionary,557,,0.038846346707938725,0.03867014870047569,,20850543.05668091
,10098.658774621168,,,,,635,2282940.0,594.515625,svd_omp_shared_dictionary,550,,0.04089518397604292,0.04071589186787605,,20682053.170424152
,10013.075336526574,,,,,630,2259894.375,588.51416015625,svd_omp_shared_dictionary,542,,0.043052081190754994,0.042870618402957916,,20506778.289206423
,10007.776724229516,,,,,630,2258471.25,588.1435546875,svd_omp_shared_dictionary,542,,0.04318435754189944,0.04300526902079582,,20495926.73122205
,9924.192022555533,,,,,626,2236066.875,582.30908203125,svd_omp_shared_dictionary,535,,0.04532273765881974,0.04514213278889656,,20324745.262193732
,9832.144645558985,,,,,621,2211502.5,575.912109375,svd_omp_shared_dictionary,527,,0.04771315328029496,0.04752908647060394,,20136232.2341048
,9794.073554322275,,,,,619,2201373.75,573.2744140625,svd_omp_shared_dictionary,524,,0.04871508379888268,0.04852498322725296,,20058262.63925202
,9736.765274729209,,,,,616,2186161.875,569.31298828125,svd_omp_shared_dictionary,519,,0.050229644402469305,0.05003446340560913,,19940895.28264542
,9637.19136397831,,,,,611,2159827.5,562.455078125,svd_omp_shared_dictionary,511,,0.0528788605099487,0.05268865451216698,,19736967.91342758
,9586.8025018048,,,,,609,2146546.875,558.99658203125,svd_omp_shared_dictionary,507,,0.05424581005586592,0.0540466271340847,,19633771.52369623
,9534.433551905946,,,,,606,2132775.0,555.41015625,svd_omp_shared_dictionary,503,,0.05566780179501234,0.05546820908784866,,19526519.914303377
,9427.417437532851,,,,,601,2104730.625,548.10693359375,svd_omp_shared_dictionary,494,,0.058603837654666244,0.05840105563402176,,19307350.91206728
,9385.29815220376,,,,,598,2093728.125,545.24169921875,svd_omp_shared_dictionary,490,,0.05977653631284916,0.05956827104091644,,19221090.615713302
,9316.510224545276,,,,,595,2075801.25,540.5732421875,svd_omp_shared_dictionary,485,,0.061694726163270076,0.061489593237638474,,19080212.939868726
,9201.793364924277,,,,,589,2046016.875,532.81689453125,svd_omp_shared_dictionary,476,,0.06494863457219026,0.06473299860954285,,18845272.81136492
,9189.137282102143,,,,,588,2042739.375,531.96337890625,svd_omp_shared_dictionary,475,,0.0653072625698324,0.06509416550397873,,18819353.15374519
,9082.56687274087,,,,,582,2015206.875,524.79345703125,svd_omp_shared_dictionary,467,,0.06837416089064807,0.06815788894891739,,18601096.955373302
,8997.721308232305,,,,,577,1993368.75,519.1064453125,svd_omp_shared_dictionary,460,,0.07083798882681563,0.07062436640262604,,18427333.23925976
,8958.903827820553,,,,,575,1983401.25,516.5107421875,svd_omp_shared_dictionary,457,,0.07198035660478672,0.07176186889410019,,18347835.039376494
,8831.011608491928,,,,,568,1950665.625,507.98583984375,svd_omp_shared_dictionary,447,,0.07577675059498859,0.07554810494184494,,18085911.77419147
,8810.93674200085,,,,,567,1945541.25,506.6513671875,svd_omp_shared_dictionary,446,,0.07636871508379887,0.07614633440971375,,18044798.44761774
,8698.144143120679,,,,,561,1916820.0,499.171875,svd_omp_shared_dictionary,437,,0.07977337431464247,0.07954303920269012,,17813799.20511115
,8628.276960922343,,,,,557,1899088.125,494.55419921875,svd_omp_shared_dictionary,432,,0.08189944134078211,0.08166995644569397,,17670711.21596896
,8560.46916128414,,,,,554,1881920.625,490.08349609375,svd_omp_shared_dictionary,427,,0.08398078829689126,0.08374800533056259,,17531840.84230992
,8449.203497153921,,,,,548,1853838.75,482.7705078125,svd_omp_shared_dictionary,419,,0.08743016759776535,0.08719294518232346,,17303968.76217123
,8417.790019359623,,,,,546,1845930.0,480.7109375,svd_omp_shared_dictionary,417,,0.08841011005940017,0.08817350119352341,,17239633.95964851
,8273.621548107642,,,,,538,1809744.375,471.28759765625,svd_omp_shared_dictionary,406,,0.0929608938547486,0.09271851927042007,,16944376.93052445
,8269.968972834447,,,,,538,1808829.375,471.04931640625,svd_omp_shared_dictionary,406,,0.09307304348088125,0.09283311665058136,,16936896.45636495
,8117.261358284973,,,,,529,1770695.625,461.11865234375,svd_omp_shared_dictionary,395,,0.09798190972699704,0.09772974252700806,,16624151.261767624
,8101.412559185955,,,,,528,1766748.75,460.0908203125,svd_omp_shared_dictionary,394,,0.09849162011173183,0.09824188798666,,16591692.921212835
,7958.820912999638,,,,,521,1731331.875,450.86767578125,svd_omp_shared_dictionary,382,,0.10314967980736002,0.10289476066827774,,16299665.229823258
,7932.3953407745785,,,,,519,1724786.25,449.1630859375,svd_omp_shared_dictionary,380,,0.10402234636871507,0.10376513749361038,,16245545.657906337
,7795.102427974101,,,,,511,1690867.5,440.330078125,svd_omp_shared_dictionary,369,,0.10859000884965682,0.1083264872431755,,15964369.77249096
,7766.367467240162,,,,,510,1683787.5,438.486328125,svd_omp_shared_dictionary,366,,0.10955307262569831,0.10929101705551147,,15905520.572907852
,7625.711236931412,,,,,502,1649221.875,429.48486328125,svd_omp_shared_dictionary,355,,0.1143172721814613,0.11405131220817566,,15617456.613235531
,7603.17741710482,,,,,501,1643698.125,428.04638671875,svd_omp_shared_dictionary,353,,0.11508379888268155,0.11482194811105728,,15571307.350230671
,7450.635727620958,,,,,492,1606408.125,418.33544921875,svd_omp_shared_dictionary,341,,0.1203466033150766,0.12007711082696915,,15258901.970167723
,7443.147972619798,,,,,492,1604581.875,417.85986328125,svd_omp_shared_dictionary,340,,0.1206145251396648,0.1203363761305809,,15243567.047925346
,7285.615158946984,,,,,483,1566262.5,407.880859375,svd_omp_shared_dictionary,328,,0.12614525139664803,0.12586575746536255,,14920939.845523423
,7270.1425725362615,,,,,483,1562508.75,406.9033203125,svd_omp_shared_dictionary,326,,0.12669393393577782,0.12641379237174988,,14889251.988554263
,7130.756123841772,,,,,475,1528770.0,398.1171875,svd_omp_shared_dictionary,316,,0.1316759776536313,0.13139192759990692,,14603788.54162795
,7083.644420461733,,,,,472,1517398.125,395.15576171875,svd_omp_shared_dictionary,312,,0.1333760359991182,0.13309089839458466,,14507303.773105629
,6978.340388865898,,,,,467,1492036.875,388.55126953125,svd_omp_shared_dictionary,304,,0.1372067039106145,0.13691957294940948,,14291641.116397358
,6891.450920052435,,,,,462,1471170.0,383.1171875,svd_omp_shared_dictionary,298,,0.1404105660485335,0.14011327922344208,,14113691.484267388
,6828.7994433586955,,,,,458,1456156.875,379.20751953125,svd_omp_shared_dictionary,293,,0.14273743016759777,0.1424347311258316,,13985381.259998608
,6693.267424097623,,,,,451,1423773.75,370.7744140625,svd_omp_shared_dictionary,283,,0.14781611187035062,0.1475101262331009,,13707811.684551932
,6681.266157203716,,,,,450,1420912.5,370.029296875,svd_omp_shared_dictionary,282,,0.14826815642458102,0.1479617804288864,,13683233.08995321
,6535.922970782484,,,,,442,1386337.5,361.025390625,svd_omp_shared_dictionary,271,,0.15379888268156425,0.1534906029701233,,13385570.244162528
,6488.791160941898,,,,,440,1375156.875,358.11376953125,svd_omp_shared_dictionary,268,,0.1556122416094785,0.1553010195493698,,13289044.297609007
,6392.901426317315,,,,,435,1352456.25,352.2021484375,svd_omp_shared_dictionary,261,,0.15932960893854747,0.15901699662208557,,13092662.12109786
,6278.456455137686,,,,,429,1325445.0,345.16796875,svd_omp_shared_dictionary,253,,0.16381955547556137,0.16350185871124268,,12858278.820121981
,6252.222065229319,,,,,427,1319265.0,343.55859375,svd_omp_shared_dictionary,251,,0.16486033519553073,0.1645350605249405,,12804550.789589645
,6113.42770029538,,,,,420,1286649.375,335.06494140625,svd_omp_shared_dictionary,241,,0.17039106145251398,0.1700635701417923,,12520299.93020494
,6062.167835472609,,,,,418,1274636.25,331.9365234375,svd_omp_shared_dictionary,237,,0.17245974017622462,0.17212629318237305,,12415319.727047903
,5976.579400239536,,,,,414,1254616.875,326.72314453125,svd_omp_shared_dictionary,231,,0.1759217877094972,0.17559534311294556,,12240034.61169057
,5841.831050973083,,,,,407,1223197.5,318.541015625,svd_omp_shared_dictionary,221,,0.18145251396648043,0.18112146854400635,,11964069.992392873
,5839.639386984197,,,,,407,1222687.5,318.408203125,svd_omp_shared_dictionary,221,,0.18155562622124122,0.18121236562728882,,11959581.464543635
,5709.313940822611,,,,,401,1192415.625,310.52490234375,svd_omp_shared_dictionary,211,,0.1869832402234637,0.18664149940013885,,11692674.950804707
,5611.251035265294,,,,,396,1169711.25,304.6123046875,svd_omp_shared_dictionary,204,,0.19113124824904051,0.19077470898628235,,11491842.120223323
,5578.683576080622,,,,,394,1162185.0,302.65234375,svd_omp_shared_dictionary,202,,0.19251396648044694,0.1921570599079132,,11425143.963813113
,5449.732082999631,,,,,388,1132453.125,294.90966796875,svd_omp_shared_dictionary,193,,0.19804469273743017,0.19768305122852325,,11161051.305983244
,5376.675358835657,,,,,384,1115656.875,290.53564453125,svd_omp_shared_dictionary,188,,0.20121190853496337,0.20084817707538605,,11011431.134895425
,5322.677714125846,,,,,382,1103265.0,287.30859375,svd_omp_shared_dictionary,184,,0.2035754189944134,0.20320500433444977,,10900843.958529733
,5197.5121431176785,,,,,375,1074615.0,279.84765625,svd_omp_shared_dictionary,176,,0.20910614525139665,0.2087293565273285,,10644504.869105006
,5136.783476116393,,,,,372,1060751.25,276.2373046875,svd_omp_shared_dictionary,172,,0.21182424384907306,0.21143889427185059,,10520132.559086373
,5073.930121144406,,,,,369,1046428.125,272.50732421875,svd_omp_shared_dictionary,168,,0.2146368715083799,0.21426083147525787,,10391408.888103744
,4952.386141339064,,,,,363,1018803.75,265.3134765625,svd_omp_shared_dictionary,160,,0.22016759776536313,0.2197791337966919,,10142486.817462403
,4891.01107765974,,,,,360,1004891.25,261.6904296875,svd_omp_shared_dictionary,157,,0.22299629584018785,0.22259630262851715,,10016790.687047148
,4832.28818607237,,,,,357,991603.125,258.22998046875,svd_omp_shared_dictionary,153,,0.22569832402234635,0.2253086119890213,,9896526.205076214
,4714.310220648452,,,,,351,964976.25,251.2958984375,svd_omp_shared_dictionary,146,,0.2312290502793296,0.23082436621189117,,9654907.33188803
,4639.531912656479,,,,,348,948146.25,246.9130859375,svd_omp_shared_dictionary,141,,0.23475758513211492,0.23436038196086884,,9501761.35712047
,4597.938017397211,,,,,346,938801.25,244.4794921875,svd_omp_shared_dictionary,139,,0.23675977653631286,0.23633980751037598,,9416577.059629489
,4482.821143193232,,,,,340,912997.5,237.759765625,svd_omp_shared_dictionary,132,,0.2422905027932961,0.241879403591156,,9180817.70125974
,4383.51493644337,,,,,335,890808.75,231.9814453125,svd_omp_shared_dictionary,126,,0.24713918932787127,0.24671830236911774,,8977438.589836022
,4369.763475125198,,,,,334,887741.25,231.1826171875,svd_omp_shared_dictionary,126,,0.2478212290502793,0.24739576876163483,,8949275.597056406
,4258.024715034493,,,,,329,862863.75,224.7041015625,svd_omp_shared_dictionary,119,,0.25335195530726257,0.2529241740703583,,8720434.616390642
,4148.285688288867,,,,,323,838513.125,218.36279296875,svd_omp_shared_dictionary,113,,0.2588826815642458,0.25843310356140137,,8495689.0896156
,4122.554240343027,,,,,322,832815.0,216.87890625,svd_omp_shared_dictionary,112,,0.26017382512801235,0.2597377300262451,,8442991.08422252
,4039.7288399413915,,,,,318,814505.625,212.11083984375,svd_omp_shared_dictionary,108,,0.264413407821229,0.2639648914337158,,8273364.66419997
,3933.1178719372306,,,,,313,791008.125,205.99169921875,svd_omp_shared_dictionary,102,,0.26994413407821227,0.26947855949401855,,8055025.401727448
,3857.672842087119,,,,,309,774425.625,201.67333984375,svd_omp_shared_dictionary,98,,0.2738959347800523,0.2734251916408539,,7900513.98059442
,3827.5850165194006,,,,,307,767823.75,199.9541015625,svd_omp_shared_dictionary,96,,0.2754748603351955,0.2750113308429718,,7838894.113831732
,3723.856739469091,,,,,302,745111.875,194.03955078125,svd_omp_shared_dictionary,91,,0.2810055865921788,0.28053557872772217,,7626458.602432698
,3622.0239641739126,,,,,297,722889.375,188.25244140625,svd_omp_shared_dictionary,86,,0.28653631284916203,0.2860415279865265,,7417905.078628173
,3588.743264442132,,,,,295,715642.5,186.365234375,svd_omp_shared_dictionary,84,,0.2883417770874043,0.2878600060939789,,7349746.205577486
,3521.2254238201817,,,,,291,700965.0,182.54296875,svd_omp_shared_dictionary,81,,0.29206703910614523,0.2915797829627991,,7211469.667983732
,3422.1265678482573,,,,,286,679481.25,176.9482421875,svd_omp_shared_dictionary,76,,0.2975977653631285,0.2971014082431793,,7008515.210953231
,3324.8876621084555,,,,,281,658470.0,171.4765625,svd_omp_shared_dictionary,72,,0.30312849162011174,0.30260518193244934,,6809369.931998117
,3317.4079787292007,,,,,281,656857.5,171.056640625,svd_omp_shared_dictionary,71,,0.30354952321832496,0.30303293466567993,,6794051.540437403
,3228.6713348470203,,,,,276,637749.375,166.08056640625,svd_omp_shared_dictionary,67,,0.30865921787709494,0.30813872814178467,,6612318.8937666975
,3134.38448046949,,,,,271,617510.625,160.81005859375,svd_omp_shared_dictionary,63,,0.3141899441340782,0.3136504888534546,,6419219.416001515
,3043.9553869084025,,,,,267,598162.5,155.771484375,svd_omp_shared_dictionary,59,,0.3195593575680211,0.31902098655700684,,6234020.632388408
,3041.057827430657,,,,,266,597543.75,155.6103515625,svd_omp_shared_dictionary,59,,0.31972067039106145,0.3191925585269928,,6228086.430577986
,2949.8266295641365,,,,,262,578090.625,150.54443359375,svd_omp_shared_dictionary,55,,0.3252513966480447,0.3247002363204956,,6041244.937347352
,2859.907291480849,,,,,257,558978.75,145.5673828125,svd_omp_shared_dictionary,52,,0.33078212290502795,0.3302147090435028,,5857090.132952779
,2771.59642882867,,,,,252,540271.875,140.69580078125,svd_omp_shared_dictionary,49,,0.33631284916201115,0.33572277426719666,,5676229.486241116
,2770.0270591563412,,,,,252,539940.0,140.609375,svd_omp_shared_dictionary,49,,0.33641358394043297,0.3358207941055298,,5673015.417152187
,2684.4567022235424,,,,,247,521874.375,135.90478515625,svd_omp_shared_dictionary,46,,0.3418435754189944,0.3412551283836365,,5497767.326153815
,2598.9377988616952,,,,,242,503880.0,131.21875,svd_omp_shared_dictionary,43,,0.34737430167597766,0.3467763662338257,,5322624.612068752
